year,co2,ch4,n2o,other_wmghg,o3,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,total_anthropogenic,total_natural,total
2019,2.179230284,0.556337491,0.205725633,0.403332207,0.447461087,0.05113556,0.053867556,-0.190167871,-0.891851875,0.096116214,-0.2,0.069208965,-0.022172872,2.711186285,0.047036093,2.758222378
2020,2.218958602,0.560573093,0.208076191,0.404281198,0.452889099,0.051524873,0.054706187,-0.177135939,-0.876038975,0.097015845,-0.200936533,0.055367172,-0.016968634,2.793913642,0.038398538,2.83231218
2021,2.258621068,0.564520224,0.210441742,0.405336483,0.454208504,0.051887673,0.056622945,-0.180863196,-0.872625238,0.095862942,-0.201862205,0.041525379,0.019557242,2.842150942,0.061082621,2.903233563
2022,2.298231597,0.568251474,0.212824496,0.406141398,0.455407672,0.052230629,0.058539703,-0.184590453,-0.869246734,0.094710038,-0.202777016,0.027683586,0.059393061,2.889722805,0.087076647,2.976799451
2023,2.337816653,0.571827406,0.215220321,0.406422697,0.456566799,0.05255931,0.060456461,-0.18831771,-0.865905948,0.093557134,-0.203680964,0.013841793,0.081981598,2.936522158,0.095823391,3.032345549
2024,2.377389258,0.575260347,0.217632268,0.406333902,0.457742547,0.052874847,0.062373218,-0.192044967,-0.862461621,0.092404231,-0.204574051,0,0.090837254,2.982929978,0.090837254,3.073767233
2025,2.416948454,0.578562455,0.220060132,0.40596724,0.45897985,0.053178359,0.064289976,-0.195772224,-0.858929525,0.091251327,-0.205456277,0,0.068792264,3.029079768,0.068792264,3.097872032
2026,2.456533251,0.581745769,0.222500464,0.405392215,0.460290555,0.053470952,0.066206734,-0.199499482,-0.855671246,0.090098423,-0.20632764,0,0.043807092,3.074739995,0.043807092,3.118547087
2027,2.496142014,0.584818487,0.224953184,0.404502714,0.461666311,0.05375338,0.068123491,-0.203226739,-0.852170263,0.08894552,-0.207188143,0,0.018369461,3.120319957,0.018369461,3.138689418
2028,2.535773211,0.587785029,0.227421335,0.403226183,0.46306268,0.054026049,0.070040249,-0.206953996,-0.848843581,0.087792616,-0.208037783,0,0.008160116,3.165291992,0.008160116,3.173452108
2029,2.57546453,0.590660647,0.229901483,0.401675311,0.46445053,0.05429036,0.071957007,-0.210681253,-0.845290663,0.086639712,-0.208876562,0,-0.008818001,3.210191102,-0.008818001,3.201373101
2030,2.615200802,0.593445949,0.232396768,0.399935876,0.46581463,0.05454637,0.073873765,-0.21440851,-0.841864805,0.085486809,-0.209704479,0,-0.017896559,3.254723175,-0.017896559,3.236826616
2031,2.654992988,0.596148778,0.234903842,0.398074785,0.465315509,0.0547948,0.075091826,-0.213063506,-0.831779647,0.08440694,-0.210511793,0,-0.026829668,3.308374522,-0.026829668,3.281544854
2032,2.694698575,0.598634327,0.237415727,0.395964268,0.464665587,0.055023258,0.076309887,-0.211718502,-0.821463476,0.083327071,-0.211298502,0,-0.024838917,3.361558221,-0.024838917,3.336719304
2033,2.734178594,0.600786698,0.23992522,0.393506081,0.463768755,0.055221092,0.077527948,-0.210373497,-0.811069925,0.082247202,-0.212064608,0,-0.003013258,3.41365356,-0.003013258,3.410640302
2034,2.773473944,0.60262557,0.242432165,0.390800518,0.4625762,0.055390112,0.078746009,-0.209028493,-0.800610902,0.081167334,-0.21281011,0,0.035266691,3.464762347,0.035266691,3.500029038
2035,2.81259923,0.604173868,0.244933235,0.387925353,0.461164702,0.055532423,0.07996407,-0.207683489,-0.789909176,0.080087465,-0.213535007,0,0.039830653,3.515252673,0.039830653,3.555083326
2036,2.851581455,0.605457517,0.247434374,0.384941285,0.459598218,0.055650409,0.081182131,-0.206338484,-0.779330309,0.079007596,-0.214239301,0,0.056897242,3.564944889,0.056897242,3.621842131
2037,2.890447023,0.606491699,0.24993235,0.381891974,0.457931137,0.055745466,0.082400191,-0.20499348,-0.768783802,0.077927727,-0.214922991,0,0.039762395,3.614067294,0.039762395,3.653829688
2038,2.929197066,0.607298424,0.252423777,0.378812262,0.456191276,0.055819615,0.083618252,-0.203648476,-0.757898219,0.076847858,-0.215586077,0,0.039075926,3.663075759,0.039075926,3.702151685
2039,2.967844696,0.607888724,0.254914879,0.375725658,0.45438749,0.055873873,0.084836313,-0.202303472,-0.747226675,0.075767989,-0.216228559,0,0.014535692,3.711480915,0.014535692,3.726016607
2040,3.006403105,0.60828079,0.257399185,0.372651672,0.452552385,0.055909909,0.086054374,-0.200958467,-0.736505948,0.074688121,-0.216850438,0,-0.008593464,3.759624688,-0.008593464,3.751031224
2041,3.044872709,0.608492461,0.259882717,0.369601689,0.450755586,0.055929365,0.086939845,-0.199326425,-0.72422652,0.073329876,-0.217424521,0,-0.02882821,3.808826782,-0.02882821,3.779998572
2042,3.083145932,0.608460496,0.262351425,0.366573418,0.448825724,0.055926427,0.087825315,-0.197694383,-0.711565985,0.071971632,-0.217950809,0,-0.034399799,3.857869192,-0.034399799,3.823469393
2043,3.121129472,0.608125026,0.264800598,0.363557991,0.446690766,0.055895592,0.088710785,-0.196062341,-0.69886095,0.070613387,-0.218429303,0,-0.0317318,3.906171022,-0.0317318,3.874439223
2044,3.158827216,0.607510564,0.267233101,0.360561539,0.444329286,0.055839114,0.089596255,-0.194430299,-0.686212584,0.069255143,-0.218860002,0,-0.019316693,3.953649334,-0.019316693,3.934332641
2045,3.196266898,0.606638096,0.269642571,0.357587334,0.441696829,0.055758922,0.090481725,-0.192798256,-0.673464812,0.067896898,-0.219242906,0,0.01682137,4.000463298,0.01682137,4.017284668
2046,3.233452046,0.605521196,0.272035133,0.354639736,0.438807697,0.055656262,0.091367196,-0.191166214,-0.660520089,0.066538654,-0.219578016,0,0.041364041,4.046753602,0.041364041,4.088117642
2047,3.270397543,0.604180622,0.274404434,0.351719566,0.435713052,0.055533044,0.092252666,-0.189534172,-0.647361639,0.065180409,-0.21986533,0,0.068832484,4.092620196,0.068832484,4.16145268
2048,3.307118201,0.602629773,0.276756537,0.348828557,0.432483192,0.055390498,0.093138136,-0.18790213,-0.634416594,0.063822165,-0.22010485,0,0.071466868,4.137743485,0.071466868,4.209210353
2049,3.343605421,0.600885695,0.279088219,0.345965458,0.42922693,0.055230192,0.094023606,-0.186270087,-0.621402394,0.06246392,-0.220296575,0,0.049181045,4.182520386,0.049181045,4.231701432
2050,3.37988509,0.598961823,0.281399359,0.343129769,0.426000208,0.05505336,0.094909077,-0.184638045,-0.608181337,0.061105676,-0.220440505,0,0.014659385,4.227184474,0.014659385,4.241843859
2051,3.415948363,0.596867973,0.28369304,0.340320093,0.422623325,0.054860904,0.095601541,-0.184134978,-0.598821673,0.059956971,-0.220525795,0,-0.002360256,4.266389763,-0.002360256,4.264029508
2052,3.451638468,0.594592731,0.285960672,0.337586584,0.419232603,0.054651776,0.096294005,-0.183631911,-0.589619045,0.058808265,-0.220552445,0,-0.018032969,4.304961705,-0.018032969,4.286928735
2053,3.486801517,0.592124445,0.28819686,0.334972166,0.415812229,0.054424905,0.096986469,-0.183128844,-0.580242277,0.05765956,-0.220520455,0,-0.029269728,4.343086576,-0.029269728,4.313816848
2054,3.521433731,0.58947629,0.290401567,0.332468402,0.4122794,0.0541815,0.097678934,-0.182625776,-0.570824579,0.056510855,-0.220429826,0,-0.024963197,4.380550498,-0.024963197,4.355587301
2055,3.555576314,0.58666147,0.292574613,0.330067401,0.408569771,0.053922777,0.098371398,-0.182122709,-0.561408989,0.05536215,-0.220280557,0,-0.004048325,4.41729364,-0.004048325,4.413245315
2056,3.589235867,0.583689612,0.294719059,0.327764228,0.404663207,0.05364962,0.099063862,-0.181619642,-0.55199604,0.054213445,-0.220072648,0,0.021842171,4.453310571,0.021842171,4.475152742
2057,3.622418884,0.580574015,0.296831737,0.325552369,0.400631541,0.053363251,0.099756327,-0.181116575,-0.542303487,0.05306474,-0.219806099,0,0.022610769,4.488966702,0.022610769,4.51157747
2058,3.655142906,0.577320841,0.298912643,0.323427483,0.396526832,0.053064237,0.100448791,-0.180613508,-0.532725458,0.051916035,-0.21948091,0,0.026898921,4.523939892,0.026898921,4.550838813
2059,3.687424775,0.573943435,0.300964707,0.32138373,0.392349463,0.052753804,0.101141255,-0.18011044,-0.523189166,0.05076733,-0.219097081,0,0.030125934,4.55833181,0.030125934,4.588457744
2060,3.719270245,0.570448035,0.302987915,0.319416801,0.388154561,0.052432525,0.10183372,-0.179607373,-0.513417301,0.049618624,-0.218654613,0,0.00860209,4.592483139,0.00860209,4.601085229
2061,3.750685012,0.566840987,0.30497921,0.317522252,0.383914945,0.052100985,0.103928668,-0.180202777,-0.505345356,0.048370538,-0.218192857,0,-0.009637951,4.624601608,-0.009637951,4.614963657
2062,3.781565554,0.563234946,0.30693348,0.315693635,0.379691247,0.051769537,0.106023617,-0.180798182,-0.497269985,0.047122452,-0.217711812,0,-0.024639645,4.656254489,-0.024639645,4.631614844
2063,3.811821512,0.559729246,0.308842752,0.313923345,0.375481694,0.051447312,0.108118565,-0.181393586,-0.488957198,0.045874366,-0.21721148,0,-0.029944314,4.687676527,-0.029944314,4.657732212
2064,3.841471397,0.556313734,0.310707296,0.312206549,0.371270673,0.051133376,0.110213514,-0.181988991,-0.480613596,0.04462628,-0.21669186,0,-0.031905513,4.718648373,-0.031905513,4.686742859
2065,3.870522651,0.552989172,0.312527167,0.310539913,0.367044317,0.0508278,0.112308462,-0.182584395,-0.472583492,0.043378194,-0.216152952,0,-0.025474896,4.748816838,-0.025474896,4.723341942
2066,3.898992806,0.549745209,0.314302666,0.308921688,0.362746085,0.050529632,0.114403411,-0.183179799,-0.464290641,0.042130108,-0.215594757,0,0.003100804,4.778706409,0.003100804,4.781807213
2067,3.926899655,0.546578746,0.316033894,0.307349694,0.358360052,0.050238588,0.116498359,-0.183775204,-0.456117448,0.040882022,-0.215017273,0,0.028634689,4.807931086,0.028634689,4.836565775
2068,3.954238833,0.54348292,0.317724102,0.305820452,0.353938407,0.049954036,0.118593308,-0.184370608,-0.447743738,0.039633936,-0.214420501,0,0.042782505,4.836851148,0.042782505,4.879633653
2069,3.981048565,0.540462051,0.319370226,0.304332586,0.34955627,0.049676374,0.120688257,-0.184966013,-0.439295292,0.03838585,-0.213804442,0,0.037043063,4.865454433,0.037043063,4.902497496
2070,4.00731345,0.537501686,0.320975665,0.30288384,0.345260206,0.049404273,0.122783205,-0.185561417,-0.430886552,0.037137764,-0.213169094,0,0.021257834,4.893643027,0.021257834,4.914900861
2071,4.033070979,0.534602306,0.322537407,0.301472309,0.341886293,0.049137778,0.125098734,-0.1863224,-0.422616678,0.035866263,-0.212499665,0,-0.001255051,4.922233326,-0.001255051,4.920978275
2072,4.058075988,0.531734377,0.32404763,0.300088396,0.338606045,0.048874173,0.127414263,-0.187083383,-0.414266734,0.034594763,-0.211796153,0,-0.012149161,4.950289365,-0.012149161,4.938140203
2073,4.082149031,0.528868019,0.325501469,0.298723827,0.33537881,0.048610713,0.129729792,-0.187844365,-0.406041707,0.033323262,-0.211058559,0,-0.020263446,4.977340291,-0.020263446,4.957076846
2074,4.105309978,0.526003277,0.326895952,0.297380383,0.332163166,0.048347401,0.132045321,-0.188605348,-0.397523955,0.032051761,-0.210286883,0,-0.032093733,5.003781052,-0.032093733,4.971687319
2075,4.127578137,0.523140102,0.328234225,0.296057305,0.328937507,0.048084234,0.134360849,-0.189366331,-0.388861489,0.03078026,-0.209481124,0,-0.036911835,5.029463675,-0.036911835,4.99255184
2076,4.148972082,0.52027857,0.329510306,0.294753892,0.325684414,0.047821217,0.136676378,-0.190127314,-0.380441942,0.029508759,-0.208641284,0,-0.041748929,5.05399508,-0.041748929,5.012246151
2077,4.169509862,0.517422363,0.330733197,0.293469143,0.322386858,0.04755869,0.138991907,-0.190888297,-0.371594609,0.028237258,-0.207767361,0,-0.035389304,5.07805901,-0.035389304,5.042669707
2078,4.189209448,0.514571591,0.331896977,0.292201596,0.319005973,0.047296662,0.141307436,-0.191649279,-0.362809651,0.026965758,-0.206859356,0,-0.017487781,5.101137153,-0.017487781,5.083649373
2079,4.208087595,0.511726196,0.333007691,0.290951407,0.31553576,0.047035129,0.143622965,-0.192410262,-0.353979833,0.025694257,-0.205917269,0,0.001874213,5.123353634,0.001874213,5.125227847
2080,4.226141028,0.508886295,0.334059403,0.289717321,0.312002377,0.0467741,0.145938494,-0.193171245,-0.34474648,0.024422756,-0.2049411,0,0.015484165,5.14508295,0.015484165,5.160567115
2081,4.243396119,0.506055675,0.335058123,0.288498475,0.308359767,0.046513925,0.147450168,-0.193091675,-0.335772544,0.023317431,-0.203938502,0,0.017244936,5.165846961,0.017244936,5.183091898
2082,4.259716533,0.50329989,0.336008637,0.287306947,0.304694763,0.046260628,0.148961843,-0.193012106,-0.326504209,0.022212106,-0.202909477,0,0.016161059,5.186035555,0.016161059,5.202196614
2083,4.274987469,0.500685122,0.336912744,0.286150327,0.301042406,0.046020292,0.150473518,-0.192932537,-0.317040752,0.021106782,-0.201854023,0,0.001745605,5.205551348,0.001745605,5.207296953
2084,4.289235574,0.498204517,0.337776598,0.285021517,0.297461995,0.045792288,0.151985192,-0.192852967,-0.307656358,0.020001457,-0.200772141,0,-0.004931546,5.224197673,-0.004931546,5.219266127
2085,4.302477185,0.495847303,0.338600436,0.283917428,0.293972654,0.045575626,0.153496867,-0.192773398,-0.298152641,0.018896132,-0.19966383,0,-0.026578221,5.242193762,-0.026578221,5.215615542
2086,4.314717851,0.493606471,0.339381442,0.282837468,0.290571155,0.045369661,0.155008542,-0.192693828,-0.288535433,0.017790807,-0.198529091,0,-0.038526645,5.259525043,-0.038526645,5.220998398
2087,4.325973162,0.491478753,0.340122712,0.281781546,0.287205769,0.045174092,0.156520216,-0.192614259,-0.278930559,0.016685482,-0.197367924,0,-0.039497942,5.27602899,-0.039497942,5.236531048
2088,4.336257575,0.489449241,0.340821553,0.280747501,0.283844643,0.04498755,0.158031891,-0.192534689,-0.269238516,0.015580158,-0.196180329,0,-0.037806968,5.291766577,-0.037806968,5.253959609
2089,4.345575446,0.487522276,0.341480917,0.279735893,0.280461787,0.044810434,0.159543566,-0.19245512,-0.259593218,0.014474833,-0.194966306,0,-0.021116776,5.306590507,-0.021116776,5.285473731
2090,4.353930506,0.485682722,0.342101171,0.278745218,0.277013838,0.044641352,0.16105524,-0.19237555,-0.249952168,0.013369508,-0.193725854,0,0.006614013,5.320485983,0.006614013,5.327099996
2091,4.36134633,0.483927026,0.342685407,0.277775853,0.274474072,0.044479978,0.162956903,-0.192286693,-0.245362116,0.012831316,-0.192471526,0,0.027027658,5.33035655,0.027027658,5.357384208
2092,4.368065474,0.482259544,0.343229939,0.276802501,0.271909883,0.044326712,0.164858565,-0.192197836,-0.240951685,0.012293123,-0.19120332,0,0.053545588,5.3393929,0.053545588,5.392938488
2093,4.374309668,0.480672796,0.343734524,0.275804504,0.269391813,0.044180866,0.166760227,-0.192108979,-0.236408617,0.011754931,-0.189921238,0,0.042583878,5.348170496,0.042583878,5.390754374
2094,4.380079986,0.479167031,0.344205133,0.274785728,0.26701538,0.044042465,0.168661889,-0.192020121,-0.232036776,0.011216739,-0.188625279,0,0.020317269,5.356492174,0.020317269,5.376809443
2095,4.385367803,0.477730763,0.344639097,0.273747697,0.264760056,0.043910451,0.170563552,-0.191931264,-0.227635411,0.010678547,-0.187315443,0,0.002641506,5.364515846,0.002641506,5.367157352
2096,4.390144321,0.476364244,0.34503647,0.272691161,0.262599038,0.043784848,0.172465214,-0.191842407,-0.223040402,0.010140354,-0.18599173,0,-0.018021162,5.37235111,-0.018021162,5.354329948
2097,4.394430326,0.47505984,0.345397414,0.271618494,0.260488427,0.043664954,0.174366876,-0.19175355,-0.218696385,0.009602162,-0.18465414,0,-0.025076162,5.379524417,-0.025076162,5.354448255
2098,4.398206987,0.473817697,0.345724938,0.270531129,0.258394659,0.043550783,0.176268538,-0.191664693,-0.214287004,0.00906397,-0.183302673,0,-0.031632041,5.386304332,-0.031632041,5.35467229
2099,4.401465006,0.472630147,0.346016306,0.269429751,0.256279547,0.043441629,0.178170201,-0.191575835,-0.209855704,0.008525777,-0.18193733,0,-0.022125771,5.392589495,-0.022125771,5.370463724
2100,4.404215266,0.471493384,0.346271536,0.268315295,0.254094,0.043337144,0.180071863,-0.191486978,-0.2054372,0.007987585,-0.180558109,0,-0.000221138,5.398303786,-0.000221138,5.398082648
2101,4.406428353,0.470407484,0.346496746,0.267194597,0.252709047,0.043237334,0.178871384,-0.190917212,-0.203487403,0.007849046,-0.179206473,0,0.025622237,5.399582903,0.025622237,5.42520514
2102,4.408541775,0.46931686,0.346698274,0.266062437,0.251303953,0.04313709,0.177670905,-0.190347447,-0.201492331,0.007710507,-0.177882421,0,0.024196173,5.4007196,0.024196173,5.424915773
2103,4.410932593,0.468169549,0.346897542,0.264909208,0.249913485,0.043031635,0.176470426,-0.189777681,-0.1994514,0.007571968,-0.176585954,0,0.023171236,5.40208137,0.023171236,5.425252606
2104,4.41356099,0.466969386,0.347091538,0.263737129,0.248548078,0.042921323,0.175269946,-0.189207915,-0.197531719,0.007433429,-0.175317071,0,0.012008559,5.403475114,0.012008559,5.415483673
2105,4.416416606,0.465720176,0.347280187,0.262547516,0.247235867,0.042806502,0.174069467,-0.188638149,-0.195523287,0.007294889,-0.174075773,0,-0.009221864,5.405134002,-0.009221864,5.395912139
2106,4.419489473,0.464425808,0.347460464,0.261341472,0.245957714,0.04268753,0.172868988,-0.188068384,-0.193608509,0.00715635,-0.172862059,0,-0.021319541,5.406848849,-0.021319541,5.385529308
2107,4.422739436,0.463090023,0.347638317,0.260119845,0.244680018,0.042564752,0.171668509,-0.187498618,-0.191650559,0.007017811,-0.171675929,0,-0.031254379,5.408693606,-0.031254379,5.377439227
2108,4.426166395,0.461712715,0.347810771,0.258884129,0.243372967,0.042438158,0.17046803,-0.186928852,-0.189625178,0.006879272,-0.170517384,0,-0.032305672,5.410661023,-0.032305672,5.37835535
2109,4.429740177,0.460297708,0.347980795,0.257634483,0.242007711,0.042308098,0.169267551,-0.186359086,-0.187664498,0.006740733,-0.169386423,0,-0.025888205,5.412567247,-0.025888205,5.386679042
2110,4.433470767,0.458848936,0.348142269,0.256371819,0.240549518,0.042174934,0.168067072,-0.18578932,-0.18565922,0.006602194,-0.168283047,0,-0.005199178,5.414495922,-0.005199178,5.409296745
2111,4.437328084,0.457370257,0.348298193,0.255097359,0.238943701,0.042039022,0.166866593,-0.185219555,-0.183644602,0.006463655,-0.167207255,0,0.038034705,5.416335452,0.038034705,5.454370157
2112,4.441311824,0.455861488,0.348451533,0.253811821,0.23726514,0.041900344,0.165666114,-0.184649789,-0.18173337,0.006325116,-0.166159047,0,0.039983308,5.418051174,0.039983308,5.458034482
2113,4.445411967,0.454322579,0.348599351,0.252515627,0.235603111,0.041758896,0.164465635,-0.184080023,-0.179711391,0.006186577,-0.165138424,0,0.042482239,5.419933905,0.042482239,5.462416145
2114,4.449608569,0.452761445,0.348741469,0.251209771,0.234007711,0.041615405,0.163265156,-0.183510257,-0.177743567,0.006048038,-0.164145385,0,0.017630634,5.421858354,0.017630634,5.439488988
2115,4.453911352,0.451173935,0.348880974,0.249894421,0.232473688,0.041469489,0.162064676,-0.182940491,-0.175791681,0.005909499,-0.163179931,0,0.010305368,5.423865931,0.010305368,5.4341713
2116,4.458300346,0.449564036,0.349011818,0.248570774,0.230977655,0.041321516,0.160864197,-0.182370726,-0.173781232,0.00577096,-0.162242061,0,-0.010862539,5.425987283,-0.010862539,5.415124744
2117,4.46276557,0.4479316,0.349140047,0.247239356,0.229513314,0.041171471,0.159663718,-0.18180096,-0.171751642,0.005632421,-0.161331775,0,-0.021945744,5.42817312,-0.021945744,5.406227376
2118,4.467316697,0.446280611,0.349262485,0.245900069,0.228043388,0.041019721,0.158463239,-0.181231194,-0.169764343,0.005493882,-0.160449074,0,-0.029072605,5.430335481,-0.029072605,5.401262876
2119,4.471943599,0.444610932,0.349382214,0.244554068,0.226543816,0.040866253,0.15726276,-0.180661428,-0.167748448,0.005355342,-0.159593958,0,-0.02882992,5.43251515,-0.02882992,5.40368523
2120,4.47663661,0.442922585,0.349493242,0.243202047,0.22496296,0.040711069,0.156062281,-0.180091663,-0.165749379,0.005216803,-0.158766425,0,-0.009055898,5.434600131,-0.009055898,5.425544233
2121,4.481385556,0.441219459,0.349601479,0.24184372,0.223260725,0.040554527,0.154861802,-0.179521897,-0.163736781,0.005078264,-0.157966477,0,0.021684521,5.436580378,0.021684521,5.458264899
2122,4.486190223,0.439501507,0.349706956,0.240480077,0.221438986,0.040396622,0.153661323,-0.178952131,-0.161749433,0.004939725,-0.157194114,0,0.054406472,5.438419742,0.054406472,5.492826214
2123,4.491060378,0.437764597,0.349806702,0.239111518,0.219624911,0.040236975,0.152460844,-0.178382365,-0.159782131,0.004801186,-0.156449335,0,0.035569385,5.440253282,0.035569385,5.475822666
2124,4.495976525,0.436020924,0.349900512,0.237738666,0.217868196,0.040076706,0.151260365,-0.177812599,-0.157829495,0.004662647,-0.15573214,0,0.039971203,5.442130305,0.039971203,5.482101508
2125,4.500938216,0.434262252,0.349988568,0.236361069,0.21617056,0.039915058,0.150059886,-0.177242834,-0.155837171,0.004524108,-0.15504253,0,0.013177201,5.444097183,0.013177201,5.457274384
2126,4.505935741,0.432488494,0.350073882,0.234980009,0.21456773,0.039752024,0.148859407,-0.176673068,-0.153861677,0.004385569,-0.154380504,0,-0.010299586,5.446127607,-0.010299586,5.43582802
2127,4.51098839,0.430707816,0.350153223,0.233595231,0.213006928,0.039588353,0.147658927,-0.176103302,-0.151901597,0.00424703,-0.153746063,0,-0.022183343,5.448194937,-0.022183343,5.426011593
2128,4.516066887,0.428911928,0.350229876,0.232207386,0.211447122,0.039423285,0.146458448,-0.175533536,-0.149896884,0.004108491,-0.153139206,0,-0.031913228,5.450283798,-0.031913228,5.41837057
2129,4.521190912,0.427109045,0.350300562,0.230817035,0.20985894,0.039257574,0.145257969,-0.174963771,-0.147880131,0.003969952,-0.152559933,0,-0.029376923,5.452358154,-0.029376923,5.422981231
2130,4.52634054,0.425294981,0.350365435,0.229424038,0.208186726,0.039090835,0.14405749,-0.174394005,-0.145856426,0.003831413,-0.152008245,0,-0.009484937,5.454332781,-0.009484937,5.444847845
2131,4.531525546,0.42347381,0.350427383,0.228028688,0.206352909,0.038923442,0.142857011,-0.173824239,-0.143874701,0.003692874,-0.151484141,0,0.042039225,5.456098583,0.042039225,5.498137808
2132,4.536736076,0.421645514,0.350483418,0.226631896,0.204424495,0.038755395,0.141656532,-0.173254473,-0.141863749,0.003554335,-0.150987622,0,0.050153356,5.457781816,0.050153356,5.507935172
2133,4.54198179,0.419805883,0.350536636,0.225233273,0.202500595,0.038586306,0.140456053,-0.172684707,-0.13985908,0.003415795,-0.150518687,0,0.059849923,5.459453859,0.059849923,5.519303782
2134,4.54724309,0.417959024,0.35058696,0.223833328,0.200632325,0.038416553,0.139255574,-0.172114942,-0.137911558,0.003277256,-0.150077336,0,0.042953206,5.461100274,0.042953206,5.50405348
2135,4.552529933,0.416104968,0.350628385,0.222432089,0.198871614,0.038246138,0.138055095,-0.171545176,-0.13592132,0.003138717,-0.14966357,0,0.017411243,5.462876873,0.017411243,5.480288116
2136,4.557841974,0.414247731,0.350669799,0.22103003,0.197221233,0.038075431,0.136854616,-0.17097541,-0.133911778,0.003000178,-0.149277388,0,-0.013093082,5.464776414,-0.013093082,5.451683332
2137,4.563169602,0.412379073,0.35070242,0.219627645,0.19561371,0.037903674,0.135654137,-0.170405644,-0.131959937,0.002861639,-0.148918791,0,-0.022465436,5.466627527,-0.022465436,5.444162091
2138,4.568522375,0.410507193,0.350735052,0.218224469,0.194001869,0.03773162,0.134453658,-0.169835878,-0.129896858,0.0027231,-0.148587778,0,-0.031643581,5.46857882,-0.031643581,5.436935238
2139,4.573880878,0.40862375,0.350761911,0.216821035,0.19237107,0.037558504,0.133253178,-0.169266113,-0.127911833,0.002584561,-0.14828435,0,-0.03608197,5.470392594,-0.03608197,5.434310624
2140,4.57926448,0.406741286,0.350782636,0.215417929,0.190704442,0.037385478,0.132052699,-0.168696347,-0.125933188,0.002446022,-0.148008505,0,-0.032761798,5.472156934,-0.032761798,5.439395136
2141,4.584663612,0.404847165,0.35080061,0.214014676,0.188955203,0.037211381,0.13085222,-0.168126581,-0.123974117,0.002307483,-0.147760246,0,-0.012195891,5.473791407,-0.012195891,5.461595516
2142,4.590068292,0.402949761,0.350815592,0.212612128,0.187110785,0.037036982,0.129651741,-0.167556815,-0.12195571,0.002168944,-0.14753957,0,0.009191444,5.475362129,0.009191444,5.484553573
2143,4.595497789,0.401049081,0.350824576,0.211209581,0.185229527,0.036862282,0.128451262,-0.16698705,-0.119988651,0.002030405,-0.14734648,0,0.012097256,5.476832322,0.012097256,5.488929578
2144,4.600933019,0.399140843,0.350830698,0.209807746,0.183349358,0.036686886,0.127250783,-0.166417284,-0.117923723,0.001891866,-0.147180973,0,0.016831186,5.478369219,0.016831186,5.495200405
2145,4.606373965,0.397229295,0.35083084,0.20840675,0.181483596,0.036511187,0.126050304,-0.165847518,-0.115917502,0.001753327,-0.147043051,0,0.013259051,5.479831194,0.013259051,5.493090244
2146,4.611829893,0.395314374,0.350827982,0.207006902,0.179675355,0.036335178,0.124849825,-0.165277752,-0.113980867,0.001614788,-0.146932713,0,-0.005189219,5.481262963,-0.005189219,5.476073744
2147,4.617291347,0.393391822,0.350822282,0.20560782,0.177902651,0.036158467,0.123649346,-0.164707986,-0.111981536,0.001476248,-0.14684996,0,-0.007281621,5.482760501,-0.007281621,5.47547888
2148,4.622768065,0.391465871,0.35081054,0.204210117,0.176147001,0.035981444,0.122448867,-0.164138221,-0.10998021,0.001337709,-0.146794791,0,-0.019727593,5.484256392,-0.019727593,5.464528799
2149,4.628240566,0.389536509,0.350795906,0.202813998,0.174411913,0.035804108,0.121248388,-0.163568455,-0.107973641,0.00119917,-0.146767207,0,-0.026449099,5.485741254,-0.026449099,5.459292155
2150,4.633728288,0.387603701,0.350778245,0.201419285,0.172673563,0.035626454,0.120047909,-0.162998689,-0.105973225,0.001060631,-0.146767207,0,-0.029583321,5.487198955,-0.029583321,5.457615634
2151,4.639221265,0.385663165,0.350754714,0.200026021,0.170915303,0.035448091,0.118847429,-0.162428923,-0.103985108,0.000922092,-0.146767207,0,-0.029113295,5.488616842,-0.029113295,5.459503548
2152,4.644662164,0.38371914,0.350728339,0.198634363,0.169099778,0.035269406,0.11764695,-0.161859158,-0.102013665,0.000783553,-0.146767207,0,-0.010930568,5.489903663,-0.010930568,5.478973095
2153,4.64999324,0.381775911,0.350699163,0.197244516,0.167173933,0.035090795,0.116446471,-0.161289392,-0.100055646,0.000645014,-0.146767207,0,0.024054528,5.490956799,0.024054528,5.515011327
2154,4.655224544,0.37982485,0.350667352,0.195856391,0.165146581,0.034911464,0.115245992,-0.160719626,-0.09814581,0.000506475,-0.146767207,0,0.050721785,5.491751006,0.050721785,5.542472791
2155,4.660337131,0.377870278,0.350629849,0.194470486,0.163115789,0.03473181,0.114045513,-0.16014986,-0.096229023,0.000367936,-0.146767207,0,0.049686675,5.492422702,0.049686675,5.542109377
2156,4.665359662,0.375916472,0.350589489,0.193086873,0.161144782,0.034552227,0.112845034,-0.159580094,-0.094254895,0.000229397,-0.146767207,0,0.044735988,5.493121739,0.044735988,5.537857727
2157,4.670273726,0.373954806,0.35054349,0.191704923,0.159246313,0.034371921,0.111644555,-0.159010329,-0.092305516,9.09E-05,-0.146767207,0,0.028227151,5.493747539,0.028227151,5.52197469
2158,4.6750885,0.371989489,0.350497762,0.190325714,0.15744212,0.03419128,0.110444076,-0.158440563,-0.090336245,-4.77E-05,-0.146767207,0,0.00436552,5.494387245,0.00436552,5.498752765
